ano,municipio,frota
2018,Áurea,2.395
2018,Bagé,69.282
2018,Balneário Pinhal,3.841
2018,Barão,4.123
2018,Barão de Cotegipe,4.299
2018,Barão do Triunfo,3.318
2018,Barra do Guarita,948
2018,Barra do Quaraí,1.643
2018,Barra do Ribeiro,6.317
2018,Barra do Rio Azul,1.017
2018,Barra Funda,2.085
2018,Barracão,3.005
2018,Barros Cassal,5.560
2018,Benjamin Constant do Sul,839
2018,Bento Gonçalves,80.945
2018,Boa Vista das Missões,1.528
2018,Boa Vista do Buricá,5.476
2018,Boa Vista do Cadeado,1.368
2018,Boa Vista do Incra,1.382
2018,Boa Vista do Sul,2.178
2018,Bom Jesus,5.167
2018,Bom Princípio,9.894
2018,Bom Progresso,1.325
2018,Bom Retiro do Sul,7.998
2018,Boqueirão do Leão,4.389
2018,Bossoroca,2.972
2018,Bozano,1.468
2018,Braga,1.971
2018,Brochier,3.998
2018,Butiá,10.428
2018,Caçapava do Sul,19.784
2018,Cacequi,4.932
2018,Cachoeira do Sul,49.911
2018,Cachoeirinha,76.158
2018,Cacique Doble,2.472
2018,Caibaté,3.309
2018,Caiçara,3.187
2018,Camaquã,40.837
2018,Camargo,2.192
2018,Cambará do Sul,2.994
2018,Campestre da Serra,1.975
2018,Campina das Missões,4.207
2018,Campinas do Sul,3.857
2018,Campo Bom,42.252
2018,Campo Novo,3.388
2018,Campos Borges,2.527
2018,Candelária,17.064
2018,Cândido Godói,4.946
2018,Candiota,5.818
2018,Canela,28.005
2018,Canguçu,37.404
2018,Canoas,197.042
2018,Canudos do Vale,916
2018,Capão Bonito do Sul,759
2018,Capão da Canoa,30.946
2018,Capão do Cipó,1.736
2018,Capão do Leão,13.144
2018,Capela de Santana,4.479
2018,Capitão,1.888
2018,Capivari do Sul,2.652
2018,Caraá,3.131
2018,Carazinho,41.856
2018,Carlos Barbosa,19.838
2018,Carlos Gomes,797
2018,Casca,7.313
2018,Caseiros,2.116
2018,Catuípe,6.330
2018,Caxias do Sul,309.264
2018,Centenário,1.794
2018,Cerrito,3.455
2018,Cerro Branco,2.342
2018,Cerro Grande,1.467
2018,Cerro Grande do Sul,7.081
2018,Cerro Largo,9.782
2018,Chapada,7.984
2018,Charqueadas,17.780
2018,Charrua,1.417
2018,Chiapetta,2.521
2018,Chuí,5.629
2018,Chuvisca,2.873
2018,Cidreira,4.927
2018,Ciríaco,3.402
2018,Colinas,1.893
2018,Colorado,2.857
2018,Condor,4.562
2018,Constantina,7.251
2018,Coqueiro Baixo,787
2018,Coqueiros do Sul,1.664
2018,Coronel Barros,1.794
2018,Coronel Bicaco,4.139
2018,Coronel Pilar,1.032
2018,Cotiporã,2.710
2018,Coxilha,2.122
2018,Crissiumal,9.541
2018,Cristal,4.401
2018,Cristal do Sul,1.475
2018,Cruz Alta,37.725
2018,Cruzaltense,1.319
2018,Cruzeiro do Sul,9.578
2018,David Canabarro,3.386
2018,Derrubadas,1.539
2018,Dezesseis de Novembro,1.427
2018,Dilermando de Aguiar,1.128
2018,Dois Irmãos,19.027
2018,Dois Irmãos das Missões,1.174
2018,Dois Lajeados,2.211
2018,Dom Feliciano,7.598
2018,Dom Pedrito,23.506
2018,Dom Pedro de Alcântara,1.497
2018,Dona Francisca,1.690
2018,Doutor Maurício Cardoso,3.398
2018,Doutor Ricardo,1.352
2018,Eldorado do Sul,18.658
2018,Encantado,16.634
2018,Encruzilhada do Sul,13.489
2018,Engenho Velho,684
2018,Entre-Ijuís,6.883
2018,Entre Rios do Sul,1.469
2018,Erebango,1.772
2018,Erechim,75.105
2018,Ernestina,2.559
2018,Erval Grande,2.445
2018,Erval Seco,3.964
2018,Esmeralda,1.752
2018,Esperança do Sul,1.507
2018,Espumoso,12.162
2018,Estação,4.336
2018,Estância Velha,29.953
2018,Esteio,43.878
2018,Estrela,24.735
2018,Estrela Velha,2.083
2018,Eugênio de Castro,1.796
2018,Fagundes Varela,1.832
2018,Farroupilha,47.304
2018,Faxinal do Soturno,4.108
2018,Faxinalzinho,1.143
2018,Fazenda Vilanova,2.764
2018,Feliz,10.175
2018,Flores da Cunha,23.713
2018,Floriano Peixoto,1.233
2018,Fontoura Xavier,5.543
2018,Formigueiro,3.544
2018,Forquetinha,1.535
2018,Fortaleza dos Valos,3.276
2018,Frederico Westphalen,22.006
2018,Garibaldi,25.851
2018,Garruchos,1.101
2018,Gaurama,4.212
2018,General Câmara,3.845
2018,Gentil,1.177
2018,Getúlio Vargas,12.106
2018,Giruá,10.485
2018,Glorinha,4.850
2018,Gramado,28.515
2018,Gramado dos Loureiros,919
2018,Gramado Xavier,1.983
2018,Gravataí,155.264
2018,Guabiju,966
2018,Guaíba,51.701
2018,Guaporé,16.564
2018,Guarani das Missões,5.238
2018,Harmonia,3.661
2018,Herval,3.606
2018,Herveiras,1.254
2018,Horizontina,15.155
2018,Hulha Negra,2.508
2018,Humaitá,3.266
2018,Ibarama,2.489
2018,Ibiaçá,3.462
2018,Ibiraiaras,5.396
2018,Ibirapuitã,2.482
2018,Ibirubá,16.039
2018,Igrejinha,22.382
2018,Ijuí,56.951
2018,Ilópolis,2.954
2018,Imbé,12.400
2018,Imigrante,2.067
2018,Independência,4.285
2018,Inhacorá,1.150
2018,Ipê,4.119
2018,Ipiranga do Sul,1.648
2018,Iraí,4.274
2018,Itaara,2.828
2018,Itacurubi,1.354
2018,Itapuca,1.112
2018,Itaqui,18.202
2018,Itati,1.398
2018,Itatiba do Sul,1.751
2018,Ivorá,1.117
2018,Ivoti,15.461
2018,Jaboticaba,2.237
2018,Jacuizinho,1.214
2018,Jacutinga,2.535
2018,Jaguarão,18.289
2018,Jaguari,6.729
2018,Jaquirana,1.885
2018,Jari,1.796
2018,Jóia,5.068
2018,Júlio de Castilhos,11.671
2018,Lagoa Bonita do Sul,1.379
2018,Lagoa dos Três Cantos,1.279
2018,Lagoa Vermelha,17.913
2018,Lagoão,2.655
2018,Lajeado,65.845
2018,Lajeado do Bugre,1.084
2018,Lavras do Sul,3.488
2018,Liberato Salzano,2.842
2018,Lindolfo Collor,3.342
2018,Linha Nova,1.172
2018,Maçambará,1.187
2018,Machadinho,3.179
2018,Mampituba,760
2018,Manoel Viana,3.596
2018,Maquiné,4.068
2018,Maratá,1.877
2018,Marau,29.940
2018,Marcelino Ramos,2.711
2018,Mariana Pimentel,2.521
2018,Mariano Moro,1.346
2018,Marques de Souza,2.574
2018,Mata,2.683
2018,Mato Castelhano,1.679
2018,Mato Leitão,3.408
2018,Mato Queimado,1.277
2018,Maximiliano de Almeida,3.265
2018,Minas do Leão,3.718
2018,Miraguaí,3.078
2018,Montauri,1.152
2018,Monte Alegre dos Campos,1.329
2018,Monte Belo do Sul,1.929
2018,Montenegro,43.836
2018,Mormaço,1.544
2018,Morrinhos do Sul,2.091
2018,Morro Redondo,5.306
2018,Morro Reuter,4.151
2018,Mostardas,6.028
2018,Muçum,3.347
2018,Muitos Capões,1.370
2018,Muliterno,1.131
2018,Não-Me-Toque,13.141
2018,Nicolau Vergueiro,1.252
2018,Nonoai,6.264
2018,Nova Alvorada,2.272
2018,Nova Araçá,3.145
2018,Nova Bassano,7.337
2018,Nova Boa Vista,1.588
2018,Nova Bréscia,2.238
2018,Nova Candelária,2.280
2018,Nova Esperança do Sul,2.909
2018,Nova Hartz,10.900
2018,Nova Pádua,1.918
2018,Nova Palma,4.239
2018,Nova Petrópolis,15.731
2018,Nova Prata,18.601
2018,Nova Ramada,1.620
2018,Nova Roma do Sul,2.192
2018,Nova Santa Rita,17.458
2018,Novo Barreiro,2.558
2018,Novo Cabrais,2.080
2018,Novo Hamburgo,162.284
2018,Novo Machado,2.418
2018,Novo Tiradentes,1.090
2018,Novo Xingu,857
2018,Osório,31.588
2018,Paim Filho,2.428
2018,Palmares do Sul,6.070
2018,Palmeira das Missões,22.828
2018,Palmitinho,5.262
2018,Panambi,30.153
2018,Pantano Grande,5.225
2018,Paraí,5.629
2018,Paraíso do Sul,3.682
2018,Pareci Novo,3.463
2018,Parobé,30.469
2018,Passa Sete,2.653
2018,Passo do Sobrado,3.925
2018,Passo Fundo,126.910
2018,Paulo Bento,1.309
2018,Paverama,5.034
2018,Pedras Altas,994
2018,Pedro Osório,4.441
2018,Pejuçara,2.696
2018,Pelotas,208.823
2018,Picada Café,3.581
2018,Pinhal,1.574
2018,Pinhal da Serra,1.084
2018,Pinhal Grande,2.220
2018,Pinheirinho do Vale,2.086
2018,Pinheiro Machado,6.911
2018,Pinto Bandeira,1.200
2018,Pirapó,1.307
2018,Piratini,9.719
2018,Planalto,5.677
2018,Poço das Antas,1.561
2018,Pontão,2.095
2018,Ponte Preta,1.208
2018,Portão,25.429
2018,Porto Alegre,840.856
2018,Porto Lucena,2.839
2018,Porto Mauá,1.418
2018,Porto Vera Cruz,851
2018,Porto Xavier,6.494
2018,Pouso Novo,1.107
2018,Presidente Lucena,2.058
2018,Progresso,3.323
2018,Protásio Alves,1.266
2018,Putinga,2.625
2018,Quaraí,19.407
2018,Quatro Irmãos,837
2018,Quevedos,1.440
2018,Quinze de Novembro,2.801
2018,Redentora,2.771
2018,Relvado,1.337
2018,Restinga Seca,8.277
2018,Rio dos Índios,1.364
2018,Rio Grande,120.072
2018,Rio Pardo,17.843
2018,Riozinho,2.389
2018,Roca Sales,6.143
2018,Rodeio Bonito,4.654
2018,Rolador,1.296
2018,Rolante,12.644
2018,Ronda Alta,5.737
2018,Rondinha,3.123
2018,Roque Gonzales,3.966
2018,Rosário do Sul,19.755
2018,Sagrada Família,1.323
2018,Saldanha Marinho,2.003
2018,Salto do Jacuí,5.876
2018,Salvador das Missões,2.170
2018,Salvador do Sul,5.196
2018,Sananduva,12.806
2018,Santa Bárbara do Sul,5.810
2018,Santa Cecília do Sul,1.003
2018,Santa Clara do Sul,4.479
2018,Santa Cruz do Sul,90.654
2018,Santa Margarida do Sul,942
2018,Santa Maria,159.124
2018,Santa Maria do Herval,4.375
2018,Santa Rosa,53.851
2018,Santa Tereza,932
2018,Santa Vitória do Palmar,21.756
2018,Santana da Boa Vista,4.715
2018,Santana do Livramento,64.035
2018,Santiago,30.992
2018,Santo Ângelo,49.335
2018,Santo Antônio da Patrulha,26.803
2018,Santo Antônio das Missões,5.537
2018,Santo Antônio do Palma,1.285
2018,Santo Antônio do Planalto,1.525
2018,Santo Augusto,9.296
2018,Santo Cristo,11.248
2018,Santo Expedito do Sul,1.757
2018,São Borja,34.171
2018,São Domingos do Sul,2.065
2018,São Francisco de Assis,9.410
2018,São Francisco de Paula,11.186
2018,São Gabriel,30.567
2018,São Jerônimo,9.950
2018,São João da Urtiga,3.234
2018,São João do Polêsine,1.655
2018,São Jorge,1.976
2018,São José das Missões,1.212
2018,São José do Herval,1.247
2018,São José do Hortêncio,3.081
2018,São José do Inhacorá,1.559
2018,São José do Norte,10.734
2018,São José do Ouro,5.633
2018,São José do Sul,1.704
2018,São José dos Ausentes,1.397
2018,São Leopoldo,117.844
2018,São Lourenço do Sul,26.470
2018,São Luiz Gonzaga,21.816
2018,São Marcos,17.096
2018,São Martinho,4.185
2018,São Martinho da Serra,1.588
2018,São Miguel das Missões,4.838
2018,São Nicolau,2.394
2018,São Paulo das Missões,3.695
2018,São Pedro da Serra,2.714
2018,São Pedro das Missões,1.033
2018,São Pedro do Butiá,2.194
2018,São Pedro do Sul,9.569
2018,São Sebastião do Caí,14.635
2018,São Sepé,13.204
2018,São Valentim,1.912
2018,São Valentim do Sul,1.504
2018,São Valério do Sul,795
2018,São Vendelino,1.793
2018,São Vicente do Sul,4.410
2018,Sapiranga,48.101
2018,Sapucaia do Sul,79.594
2018,Sarandi,14.357
2018,Seberi,7.664
2018,Sede Nova,1.761
2018,Segredo,3.910
2018,Selbach,4.118
2018,Senador Salgado Filho,1.841
2018,Sentinela do Sul,3.161
2018,Serafina Corrêa,10.777
2018,Sério,1.207
2018,Sertão,4.547
2018,Sertão Santana,4.134
2018,Sete de Setembro,1.108
2018,Severiano de Almeida,2.519
2018,Silveira Martins,1.572
2018,Sinimbu,4.590
2018,Sobradinho,8.639
2018,Soledade,17.478
2018,Tabaí,3.242
2018,Tapejara,16.850
2018,Tapera,6.871
2018,Tapes,8.269
2018,Taquara,34.124
2018,Taquari,17.625
2018,Taquaruçu do Sul,2.032
2018,Tavares,2.947
2018,Tenente Portela,7.786
2018,Terra de Areia,6.566
2018,Teutônia,22.785
2018,Tio Hugo,2.181
2018,Tiradentes do Sul,2.902
2018,Toropi,1.800
2018,Torres,21.798
2018,Tramandaí,25.936
2018,Travesseiro,1.460
2018,Três Arroios,1.982
2018,Três Cachoeiras,7.825
2018,Três Coroas,14.823
2018,Três de Maio,17.530
2018,Três Forquilhas,1.712
2018,Três Palmeiras,2.377
2018,Três Passos,18.904
2018,Trindade do Sul,3.286
2018,Triunfo,14.695
2018,Tucunduva,4.097
2018,Tunas,1.882
2018,Tupanci do Sul,1.002
2018,Tupanciretã,11.797
2018,Tupandi,3.569
2018,Tuparendi,6.789
2018,Turuçu,2.212
2018,Ubiretama,1.452
2018,União da Serra,886
2018,Unistalda,1.193
2018,Uruguaiana,65.316
2018,Vacaria,40.567
2018,Vale do Sol,5.403
2018,Vale Real,3.715
2018,Vale Verde,1.726
2018,Vanini,1.415
2018,Venâncio Aires,46.456
2018,Vera Cruz,16.501
2018,Veranópolis,17.634
2018,Vespasiano Correa,1.402
2018,Viadutos,3.081
2018,Viamão,123.281
2018,Vicente Dutra,2.371
2018,Victor Graeff,2.440
2018,Vila Flores,2.709
2018,Vila Lângaro,1.442
2018,Vila Maria,3.263
2018,Vila Nova do Sul,2.411
2018,Vista Alegre,1.753
2018,Vista Alegre do Prata,1.038
2018,Vista Gaúcha,1.660
2018,Vitória das Missões,2.043
2018,Westfália,2.267
2018,Xangri-lá,9.673
2019,Aceguá,3.976
2019,Água Santa,2.661
2019,Agudo,10.224
2019,Ajuricaba,5.720
2019,Alecrim,3.838
2019,Alegrete,38.264
2019,Alegria,2.313
2019,Almirante Tamandaré do Sul,1.560
2019,Alpestre,4.253
2019,Alto Alegre,1.270
2019,Alto Feliz,2.329
2019,Alvorada,85.350
2019,Amaral Ferrador,3.409
2019,Ametista do Sul,5.027
2019,André da Rocha,749
2019,Anta Gorda,4.719
2019,Antônio Prado,10.372
2019,Arambaré,2.253
2019,Araricá,3.893
2019,Aratiba,4.509
2019,Arroio do Meio,16.648
2019,Arroio do Padre,2.098
2019,Arroio do Sal,4.599
2019,Arroio do Tigre,7.423
2019,Arroio dos Ratos,7.600
2019,Arroio Grande,11.240
2019,Arvorezinha,7.834
2019,Augusto Pestana,5.827
2019,Áurea,2.500
2019,Bagé,71.610
2019,Balneário Pinhal,4.115
2019,Barão,4.259
2019,Barão de Cotegipe,4.495
2019,Barão do Triunfo,3.459
2019,Barra do Guarita,1.034
2019,Barra do Quaraí,1.789
2019,Barra do Ribeiro,6.526
2019,Barra do Rio Azul,1.035
2019,Barra Funda,2.112
2019,Barracão,3.066
2019,Barros Cassal,5.744
2019,Benjamin Constant do Sul,855
2019,Bento Gonçalves,82.880
2019,Boa Vista das Missões,1.545
2019,Boa Vista do Buricá,5.696
2019,Boa Vista do Cadeado,1.448
2019,Boa Vista do Incra,1.450
2019,Boa Vista do Sul,2.246
2019,Bom Jesus,5.401
2019,Bom Princípio,10.255
2019,Bom Progresso,1.361
2019,Bom Retiro do Sul,8.336
2019,Boqueirão do Leão,4.492
2019,Bossoroca,3.075
2019,Bozano,1.512
2019,Braga,2.062
2019,Brochier,4.096
2019,Butiá,10.961
2019,Caçapava do Sul,20.659
2019,Cacequi,5.071
2019,Cachoeira do Sul,51.401
2019,Cachoeirinha,79.134
2019,Cacique Doble,2.572
2019,Caibaté,3.448
2019,Caiçara,3.312
2019,Camaquã,42.214
2019,Camargo,2.264
2019,Cambará do Sul,3.156
2019,Campestre da Serra,2.064
2019,Campina das Missões,4.320
2019,Campinas do Sul,4.002
2019,Campo Bom,43.380
2019,Campo Novo,3.513
2019,Campos Borges,2.610
2019,Candelária,17.706
2019,Cândido Godói,5.136
2019,Candiota,6.041
2019,Canela,29.352
2019,Canguçu,38.777
2019,Canoas,203.458
2019,Canudos do Vale,950
2019,Capão Bonito do Sul,815
2019,Capão da Canoa,32.300
2019,Capão do Cipó,1.841
2019,Capão do Leão,13.874
2019,Capela de Santana,4.633
2019,Capitão,1.972
2019,Capivari do Sul,2.783
2019,Caraá,3.305
2019,Carazinho,43.130
2019,Carlos Barbosa,20.546
2019,Carlos Gomes,824
2019,Casca,7.644
2019,Caseiros,2.206
2019,Catuípe,6.573
2019,Caxias do Sul,316.139
2019,Centenário,1.865
2019,Cerrito,3.554
2019,Cerro Branco,2.414
2019,Cerro Grande,1.528
2019,Cerro Grande do Sul,7.358
2019,Cerro Largo,10.124
2019,Chapada,8.216
2019,Charqueadas,18.371
2019,Charrua,1.448
2019,Chiapetta,2.643
2019,Chuí,6.188
2019,Chuvisca,2.985
2019,Cidreira,5.312
2019,Ciríaco,3.508
2019,Colinas,1.949
2019,Colorado,2.913
2019,Condor,4.715
2019,Constantina,7.425
2019,Coqueiro Baixo,821
2019,Coqueiros do Sul,1.710
2019,Coronel Barros,1.875
2019,Coronel Bicaco,4.338
2019,Coronel Pilar,1.072
2019,Cotiporã,2.835
2019,Coxilha,2.208
2019,Crissiumal,9.918
2019,Cristal,4.565
2019,Cristal do Sul,1.550
2019,Cruz Alta,38.864
2019,Cruzaltense,1.348
2019,Cruzeiro do Sul,10.016
2019,David Canabarro,3.473
2019,Derrubadas,1.617
2019,Dezesseis de Novembro,1.510
2019,Dilermando de Aguiar,1.187
2019,Dois Irmãos,19.702
2019,Dois Irmãos das Missões,1.244
2019,Dois Lajeados,2.264
2019,Dom Feliciano,7.855
2019,Dom Pedrito,24.192
2019,Dom Pedro de Alcântara,1.538
2019,Dona Francisca,1.740
2019,Doutor Maurício Cardoso,3.486
2019,Doutor Ricardo,1.404
2019,Eldorado do Sul,19.593
2019,Encantado,17.191
2019,Encruzilhada do Sul,14.048
2019,Engenho Velho,703
2019,Entre-Ijuís,7.147
2019,Entre Rios do Sul,1.490
2019,Erebango,1.809
2019,Erechim,77.269
2019,Ernestina,2.624
2019,Erval Grande,2.567
2019,Erval Seco,4.094
2019,Esmeralda,1.831
2019,Esperança do Sul,1.591
2019,Espumoso,12.529
2019,Estação,4.465
2019,Estância Velha,31.020
2019,Esteio,44.759
2019,Estrela,25.394
2019,Estrela Velha,2.137
2019,Eugênio de Castro,1.903
2019,Fagundes Varela,1.891
2019,Farroupilha,48.912
2019,Faxinal do Soturno,4.190
2019,Faxinalzinho,1.186
2019,Fazenda Vilanova,2.816
2019,Feliz,10.526
2019,Flores da Cunha,24.520
2019,Floriano Peixoto,1.302
2019,Fontoura Xavier,5.739
2019,Formigueiro,3.621
2019,Forquetinha,1.600
2019,Fortaleza dos Valos,3.357
2019,Frederico Westphalen,22.815
2019,Garibaldi,26.871
2019,Garruchos,1.142
2019,Gaurama,4.324
2019,General Câmara,4.000
2019,Gentil,1.206
2019,Getúlio Vargas,12.473
2019,Giruá,10.901
2019,Glorinha,5.068
2019,Gramado,29.237
2019,Gramado dos Loureiros,954
2019,Gramado Xavier,2.041
2019,Gravataí,159.003
2019,Guabiju,1.001
2019,Guaíba,53.291
2019,Guaporé,17.184
2019,Guarani das Missões,5.369
2019,Harmonia,3.840
2019,Herval,3.763
2019,Herveiras,1.320
2019,Horizontina,15.652
2019,Hulha Negra,2.685
2019,Humaitá,3.365
2019,Ibarama,2.533
2019,Ibiaçá,3.562
2019,Ibiraiaras,5.549
2019,Ibirapuitã,2.587
2019,Ibirubá,16.581
2019,Igrejinha,23.269
2019,Ijuí,58.572
2019,Ilópolis,3.049
2019,Imbé,13.027
2019,Imigrante,2.134
2019,Independência,4.636
2019,Inhacorá,1.185
2019,Ipê,4.247
2019,Ipiranga do Sul,1.646
2019,Iraí,4.455
2019,Itaara,2.992
2019,Itacurubi,1.422
2019,Itapuca,1.166
2019,Itaqui,18.785
2019,Itati,1.471
2019,Itatiba do Sul,1.806
2019,Ivorá,1.156
2019,Ivoti,15.915
2019,Jaboticaba,2.341
2019,Jacuizinho,1.267
2019,Jacutinga,2.648
2019,Jaguarão,19.234
2019,Jaguari,6.926
2019,Jaquirana,1.978
2019,Jari,1.885
2019,Jóia,5.211
2019,Júlio de Castilhos,12.116
2019,Lagoa Bonita do Sul,1.433
2019,Lagoa dos Três Cantos,1.333
2019,Lagoa Vermelha,18.457
2019,Lagoão,2.769
2019,Lajeado,68.498
2019,Lajeado do Bugre,1.136
2019,Lavras do Sul,3.649
2019,Liberato Salzano,2.916
2019,Lindolfo Collor,3.514
2019,Linha Nova,1.197
2019,Maçambará,1.279
2019,Machadinho,3.307
2019,Mampituba,741
2019,Manoel Viana,3.760
2019,Maquiné,4.266
2019,Maratá,1.937
2019,Marau,30.916
2019,Marcelino Ramos,2.772
2019,Mariana Pimentel,2.597
2019,Mariano Moro,1.420
2019,Marques de Souza,2.645
2019,Mata,2.758
2019,Mato Castelhano,1.739
2019,Mato Leitão,3.572
2019,Mato Queimado,1.352
2019,Maximiliano de Almeida,3.412
2019,Minas do Leão,3.864
2019,Miraguaí,3.201
2019,Montauri,1.190
2019,Monte Alegre dos Campos,1.394
2019,Monte Belo do Sul,2.059
2019,Montenegro,44.983
2019,Mormaço,1.630
2019,Morrinhos do Sul,2.151
2019,Morro Redondo,5.404
2019,Morro Reuter,4.304
2019,Mostardas,6.347
2019,Muçum,3.463
2019,Muitos Capões,1.442
2019,Muliterno,1.196
2019,Não-Me-Toque,13.577
2019,Nicolau Vergueiro,1.323
2019,Nonoai,6.537
2019,Nova Alvorada,2.383
2019,Nova Araçá,3.227
2019,Nova Bassano,7.537
2019,Nova Boa Vista,1.667
2019,Nova Bréscia,2.322
2019,Nova Candelária,2.372
2019,Nova Esperança do Sul,3.020
2019,Nova Hartz,11.289
2019,Nova Pádua,1.947
2019,Nova Palma,4.305
2019,Nova Petrópolis,16.178
2019,Nova Prata,19.049
2019,Nova Ramada,1.689
2019,Nova Roma do Sul,2.263
2019,Nova Santa Rita,18.164
2019,Novo Barreiro,2.656
2019,Novo Cabrais,2.163
2019,Novo Hamburgo,166.586
2019,Novo Machado,2.450
2019,Novo Tiradentes,1.144
2019,Novo Xingu,904
2019,Osório,32.555
2019,Paim Filho,2.522
2019,Palmares do Sul,6.338
2019,Palmeira das Missões,23.696
2019,Palmitinho,5.454
2019,Panambi,31.160
2019,Pantano Grande,5.409
2019,Paraí,5.782
2019,Paraíso do Sul,3.807
2019,Pareci Novo,3.599
2019,Parobé,32.197
2019,Passa Sete,2.711
2019,Passo do Sobrado,4.079
2019,Passo Fundo,131.414
2019,Paulo Bento,1.385
2019,Paverama,5.272
2019,Pedras Altas,1.052
2019,Pedro Osório,4.597
2019,Pejuçara,2.794
2019,Pelotas,214.428
2019,Picada Café,3.681
2019,Pinhal,1.639
2019,Pinhal da Serra,1.133
2019,Pinhal Grande,2.274
2019,Pinheirinho do Vale,2.236
2019,Pinheiro Machado,7.152
2019,Pinto Bandeira,1.405
2019,Pirapó,1.385
2019,Piratini,10.085
2019,Planalto,5.844
2019,Poço das Antas,1.632
2019,Pontão,2.190
2019,Ponte Preta,1.259
2019,Portão,26.670
2019,Porto Alegre,847.303
2019,Porto Lucena,2.891
2019,Porto Mauá,1.443
2019,Porto Vera Cruz,892
2019,Porto Xavier,6.834
2019,Pouso Novo,1.152
2019,Presidente Lucena,2.155
2019,Progresso,3.468
2019,Protásio Alves,1.292
2019,Putinga,2.725
2019,Quaraí,20.481
2019,Quatro Irmãos,863
2019,Quevedos,1.527
2019,Quinze de Novembro,2.888
2019,Redentora,2.901
2019,Relvado,1.345
2019,Restinga Seca,8.505
2019,Rio dos Índios,1.401
2019,Rio Grande,122.438
2019,Rio Pardo,18.504
2019,Riozinho,2.480
2019,Roca Sales,6.353
2019,Rodeio Bonito,4.912
2019,Rolador,1.339
2019,Rolante,13.158
2019,Ronda Alta,5.970
2019,Rondinha,3.192
2019,Roque Gonzales,4.141
2019,Rosário do Sul,20.494
2019,Sagrada Família,1.344
2019,Saldanha Marinho,2.055
2019,Salto do Jacuí,6.073
2019,Salvador das Missões,2.285
2019,Salvador do Sul,5.288
2019,Sananduva,13.106
2019,Santa Bárbara do Sul,6.037
2019,Santa Cecília do Sul,1.065
2019,Santa Clara do Sul,4.645
2019,Santa Cruz do Sul,93.709
2019,Santa Margarida do Sul,995
2019,Santa Maria,163.351
2019,Santa Maria do Herval,4.510
2019,Santa Rosa,55.746
2019,Santa Tereza,986
2019,Santa Vitória do Palmar,22.530
2019,Santana da Boa Vista,4.948
2019,Santana do Livramento,66.953
2019,Santiago,32.136
2019,Santo Ângelo,50.808
2019,Santo Antônio da Patrulha,27.877
2019,Santo Antônio das Missões,5.758
2019,Santo Antônio do Palma,1.336
2019,Santo Antônio do Planalto,1.564
2019,Santo Augusto,9.567
2019,Santo Cristo,11.686
2019,Santo Expedito do Sul,1.797
2019,São Borja,35.515
2019,São Domingos do Sul,2.126
2019,São Francisco de Assis,9.752
2019,São Francisco de Paula,11.732
2019,São Gabriel,31.655
2019,São Jerônimo,10.412
2019,São João da Urtiga,3.348
2019,São João do Polêsine,1.743
2019,São Jorge,2.032
2019,São José das Missões,1.267
2019,São José do Herval,1.253
2019,São José do Hortêncio,3.195
2019,São José do Inhacorá,1.608
2019,São José do Norte,11.217
2019,São José do Ouro,5.832
2019,São José do Sul,1.776
2019,São José dos Ausentes,1.483
2019,São Leopoldo,122.503
2019,São Lourenço do Sul,27.188
2019,São Luiz Gonzaga,22.722
2019,São Marcos,17.715
2019,São Martinho,4.330
2019,São Martinho da Serra,1.655
2019,São Miguel das Missões,5.128
2019,São Nicolau,2.501
2019,São Paulo das Missões,3.855
2019,São Pedro da Serra,2.796
2019,São Pedro das Missões,1.063
2019,São Pedro do Butiá,2.280
2019,São Pedro do Sul,9.897
2019,São Sebastião do Caí,15.007
2019,São Sepé,13.537
2019,São Valentim,1.962
2019,São Valentim do Sul,1.573
2019,São Valério do Sul,819
2019,São Vendelino,1.854
2019,São Vicente do Sul,4.592
2019,Sapiranga,49.755
2019,Sapucaia do Sul,81.987
2019,Sarandi,14.746
2019,Seberi,8.082
2019,Sede Nova,1.827
2019,Segredo,3.978
2019,Selbach,4.273
2019,Senador Salgado Filho,1.911
2019,Sentinela do Sul,3.293
2019,Serafina Corrêa,11.134
2019,Sério,1.245
2019,Sertão,4.654
2019,Sertão Santana,4.281
2019,Sete de Setembro,1.171
2019,Severiano de Almeida,2.585
2019,Silveira Martins,1.619
2019,Sinimbu,4.725
2019,Sobradinho,8.910
2019,Soledade,18.132
2019,Tabaí,3.358
2019,Tapejara,17.627
2019,Tapera,7.104
2019,Tapes,8.492
2019,Taquara,34.978
2019,Taquari,18.159
2019,Taquaruçu do Sul,2.104
2019,Tavares,3.111
2019,Tenente Portela,8.128
2019,Terra de Areia,6.879
2019,Teutônia,23.616
2019,Tio Hugo,2.254
2019,Tiradentes do Sul,3.058
2019,Toropi,1.884
2019,Torres,22.111
2019,Tramandaí,27.304
2019,Travesseiro,1.498
2019,Três Arroios,2.061
2019,Três Cachoeiras,8.119
2019,Três Coroas,15.298
2019,Três de Maio,18.059
2019,Três Forquilhas,1.794
2019,Três Palmeiras,2.483
2019,Três Passos,19.543
2019,Trindade do Sul,3.449
2019,Triunfo,15.329
2019,Tucunduva,4.203
2019,Tunas,1.983
2019,Tupanci do Sul,1.063
2019,Tupanciretã,12.208
2019,Tupandi,3.795
2019,Tuparendi,6.924
2019,Turuçu,2.339
2019,Ubiretama,1.509
2019,União da Serra,907
2019,Unistalda,1.232
2019,Uruguaiana,67.235
2019,Vacaria,42.026
