ano,municipio,frota
2016,Candelária,16.041
2016,Cândido Godói,4.627
2016,Candiota,5.182
2016,Canela,26.126
2016,Canguçu,34.723
2016,Canoas,188.938
2016,Canudos do Vale,862
2016,Capão Bonito do Sul,682
2016,Capão da Canoa,28.463
2016,Capão do Cipó,1.525
2016,Capão do Leão,11.609
2016,Capela de Santana,4.291
2016,Capitão,1.770
2016,Capivari do Sul,2.437
2016,Caraá,2.816
2016,Carazinho,39.809
2016,Carlos Barbosa,18.462
2016,Carlos Gomes,761
2016,Casca,6.900
2016,Caseiros,1.996
2016,Catuípe,5.749
2016,Caxias do Sul,298.419
2016,Centenário,1.679
2016,Cerrito,3.179
2016,Cerro Branco,2.235
2016,Cerro Grande,1.345
2016,Cerro Grande do Sul,6.660
2016,Cerro Largo,9.019
2016,Chapada,7.559
2016,Charqueadas,16.568
2016,Charrua,1.363
2016,Chiapetta,2.318
2016,Chuí,4.643
2016,Chuvisca,2.618
2016,Cidreira,4.381
2016,Ciríaco,3.173
2016,Colinas,1.776
2016,Colorado,2.684
2016,Condor,4.176
2016,Constantina,6.787
2016,Coqueiro Baixo,763
2016,Coqueiros do Sul,1.556
2016,Coronel Barros,1.665
2016,Coronel Bicaco,3.748
2016,Coronel Pilar,941
2016,Cotiporã,2.588
2016,Coxilha,1.915
2016,Crissiumal,8.902
2016,Cristal,4.051
2016,Cristal do Sul,1.346
2016,Cruz Alta,35.405
2016,Cruzaltense,1.241
2016,Cruzeiro do Sul,8.843
2016,David Canabarro,3.244
2016,Derrubadas,1.410
2016,Dezesseis de Novembro,1.301
2016,Dilermando de Aguiar,1.012
2016,Dois Irmãos,17.683
2016,Dois Irmãos das Missões,1.075
2016,Dois Lajeados,2.097
2016,Dom Feliciano,7.072
2016,Dom Pedrito,21.941
2016,Dom Pedro de Alcântara,1.432
2016,Dona Francisca,1.601
2016,Doutor Maurício Cardoso,3.183
2016,Doutor Ricardo,1.303
2016,Eldorado do Sul,16.985
2016,Encantado,15.920
2016,Encruzilhada do Sul,12.410
2016,Engenho Velho,656
2016,Entre-Ijuís,6.169
2016,Entre Rios do Sul,1.396
2016,Erebango,1.685
2016,Erechim,70.765
2016,Ernestina,2.453
2016,Erval Grande,2.327
2016,Erval Seco,3.656
2016,Esmeralda,1.625
2016,Esperança do Sul,1.431
2016,Espumoso,11.232
2016,Estação,4.098
2016,Estância Velha,28.198
2016,Esteio,42.879
2016,Estrela,23.763
2016,Estrela Velha,1.956
2016,Eugênio de Castro,1.610
2016,Fagundes Varela,1.772
2016,Farroupilha,44.940
2016,Faxinal do Soturno,3.851
2016,Faxinalzinho,1.048
2016,Fazenda Vilanova,2.576
2016,Feliz,9.603
2016,Flores da Cunha,22.208
2016,Floriano Peixoto,1.191
2016,Fontoura Xavier,5.014
2016,Formigueiro,3.347
2016,Forquetinha,1.443
2016,Fortaleza dos Valos,3.018
2016,Frederico Westphalen,20.342
2016,Garibaldi,24.377
2016,Garruchos,999
2016,Gaurama,3.995
2016,General Câmara,3.599
2016,Gentil,1.127
2016,Getúlio Vargas,11.442
2016,Giruá,9.714
2016,Glorinha,4.461
2016,Gramado,26.556
2016,Gramado dos Loureiros,867
2016,Gramado Xavier,1.777
2016,Gravataí,145.921
2016,Guabiju,920
2016,Guaíba,48.266
2016,Guaporé,15.466
2016,Guarani das Missões,4.774
2016,Harmonia,3.373
2016,Herval,3.304
2016,Herveiras,1.166
2016,Horizontina,14.517
2016,Hulha Negra,2.208
2016,Humaitá,3.114
2016,Ibarama,2.346
2016,Ibiaçá,3.324
2016,Ibiraiaras,5.050
2016,Ibirapuitã,2.305
2016,Ibirubá,15.211
2016,Igrejinha,20.775
2016,Ijuí,54.008
2016,Ilópolis,2.762
2016,Imbé,11.221
2016,Imigrante,1.962
2016,Independência,3.889
2016,Inhacorá,1.051
2016,Ipê,3.880
2016,Ipiranga do Sul,1.574
2016,Iraí,4.052
2016,Itaara,2.592
2016,Itacurubi,1.218
2016,Itapuca,1.014
2016,Itaqui,16.843
2016,Itati,1.253
2016,Itatiba do Sul,1.682
2016,Ivorá,1.076
2016,Ivoti,14.440
2016,Jaboticaba,2.026
2016,Jacuizinho,1.103
2016,Jacutinga,2.371
2016,Jaguarão,16.731
2016,Jaguari,6.286
2016,Jaquirana,1.669
2016,Jari,1.604
2016,Jóia,4.783
2016,Júlio de Castilhos,10.722
2016,Lagoa Bonita do Sul,1.301
2016,Lagoa dos Três Cantos,1.243
2016,Lagoa Vermelha,16.787
2016,Lagoão,2.438
2016,Lajeado,61.669
2016,Lajeado do Bugre,980
2016,Lavras do Sul,3.173
2016,Liberato Salzano,2.680
2016,Lindolfo Collor,3.076
2016,Linha Nova,1.082
2016,Maçambará,1.005
2016,Machadinho,2.948
2016,Mampituba,778
2016,Manoel Viana,3.258
2016,Maquiné,3.822
2016,Maratá,1.769
2016,Marau,28.357
2016,Marcelino Ramos,2.580
2016,Mariana Pimentel,2.356
2016,Mariano Moro,1.312
2016,Marques de Souza,2.465
2016,Mata,2.489
2016,Mato Castelhano,1.589
2016,Mato Leitão,3.119
2016,Mato Queimado,1.201
2016,Maximiliano de Almeida,3.019
2016,Minas do Leão,3.415
2016,Miraguaí,2.838
2016,Montauri,1.038
2016,Monte Alegre dos Campos,1.217
2016,Monte Belo do Sul,1.796
2016,Montenegro,41.652
2016,Mormaço,1.431
2016,Morrinhos do Sul,2.017
2016,Morro Redondo,5.071
2016,Morro Reuter,3.849
2016,Mostardas,5.484
2016,Muçum,3.178
2016,Muitos Capões,1.257
2016,Muliterno,1.086
2016,Não-Me-Toque,12.443
2016,Nicolau Vergueiro,1.151
2016,Nonoai,5.724
2016,Nova Alvorada,2.031
2016,Nova Araçá,2.995
2016,Nova Bassano,7.127
2016,Nova Boa Vista,1.468
2016,Nova Bréscia,2.089
2016,Nova Candelária,2.103
2016,Nova Esperança do Sul,2.614
2016,Nova Hartz,10.138
2016,Nova Pádua,1.772
2016,Nova Palma,3.938
2016,Nova Petrópolis,14.799
2016,Nova Prata,17.281
2016,Nova Ramada,1.480
2016,Nova Roma do Sul,2.049
2016,Nova Santa Rita,15.938
2016,Novo Barreiro,2.351
2016,Novo Cabrais,1.904
2016,Novo Hamburgo,154.696
2016,Novo Machado,2.249
2016,Novo Tiradentes,979
2016,Novo Xingu,779
2016,Osório,29.684
2016,Paim Filho,2.293
2016,Palmares do Sul,5.725
2016,Palmeira das Missões,21.284
2016,Palmitinho,4.919
2016,Panambi,28.326
2016,Pantano Grande,4.807
2016,Paraí,5.372
2016,Paraíso do Sul,3.450
2016,Pareci Novo,3.193
2016,Parobé,28.094
2016,Passa Sete,2.505
2016,Passo do Sobrado,3.684
2016,Passo Fundo,120.701
2016,Paulo Bento,1.205
2016,Paverama,4.677
2016,Pedras Altas,872
2016,Pedro Osório,4.060
2016,Pejuçara,2.491
2016,Pelotas,197.806
2016,Picada Café,3.374
2016,Pinhal,1.424
2016,Pinhal da Serra,1.030
2016,Pinhal Grande,2.080
2016,Pinheirinho do Vale,1.953
2016,Pinheiro Machado,6.232
2016,Pinto Bandeira,928
2016,Pirapó,1.205
2016,Piratini,8.954
2016,Planalto,5.251
2016,Poço das Antas,1.485
2016,Pontão,1.934
2016,Ponte Preta,1.173
2016,Portão,23.469
2016,Porto Alegre,829.539
2016,Porto Lucena,2.639
2016,Porto Mauá,1.338
2016,Porto Vera Cruz,788
2016,Porto Xavier,5.948
2016,Pouso Novo,1.079
2016,Presidente Lucena,1.872
2016,Progresso,3.151
2016,Protásio Alves,1.184
2016,Putinga,2.479
2016,Quaraí,17.517
2016,Quatro Irmãos,804
2016,Quevedos,1.302
2016,Quinze de Novembro,2.604
2016,Redentora,2.568
2016,Relvado,1.278
2016,Restinga Seca,7.778
2016,Rio dos Índios,1.322
2016,Rio Grande,114.829
2016,Rio Pardo,16.661
2016,Riozinho,2.185
2016,Roca Sales,5.665
2016,Rodeio Bonito,4.213
2016,Rolador,1.186
2016,Rolante,11.770
2016,Ronda Alta,5.416
2016,Rondinha,2.967
2016,Roque Gonzales,3.632
2016,Rosário do Sul,18.257
2016,Sagrada Família,1.208
2016,Saldanha Marinho,1.881
2016,Salto do Jacuí,5.533
2016,Salvador das Missões,2.014
2016,Salvador do Sul,4.854
2016,Sananduva,12.113
2016,Santa Bárbara do Sul,5.480
2016,Santa Cecília do Sul,936
2016,Santa Clara do Sul,4.197
2016,Santa Cruz do Sul,86.609
2016,Santa Margarida do Sul,822
2016,Santa Maria,150.056
2016,Santa Maria do Herval,4.012
2016,Santa Rosa,50.408
2016,Santa Tereza,868
2016,Santa Vitória do Palmar,20.024
2016,Santana da Boa Vista,4.381
2016,Santana do Livramento,58.594
2016,Santiago,28.824
2016,Santo Ângelo,46.175
2016,Santo Antônio da Patrulha,24.962
2016,Santo Antônio das Missões,5.091
2016,Santo Antônio do Palma,1.212
2016,Santo Antônio do Planalto,1.459
2016,Santo Augusto,8.740
2016,Santo Cristo,10.382
2016,Santo Expedito do Sul,1.697
2016,São Borja,32.502
2016,São Domingos do Sul,1.995
2016,São Francisco de Assis,8.688
2016,São Francisco de Paula,10.255
2016,São Gabriel,28.405
2016,São Jerônimo,9.419
2016,São João da Urtiga,3.014
2016,São João do Polêsine,1.532
2016,São Jorge,1.912
2016,São José das Missões,1.153
2016,São José do Herval,1.190
2016,São José do Hortêncio,2.839
2016,São José do Inhacorá,1.434
2016,São José do Norte,9.828
2016,São José do Ouro,5.305
2016,São José do Sul,1.576
2016,São José dos Ausentes,1.254
2016,São Leopoldo,111.319
2016,São Lourenço do Sul,24.979
2016,São Luiz Gonzaga,19.758
2016,São Marcos,16.227
2016,São Martinho,3.882
2016,São Martinho da Serra,1.453
2016,São Miguel das Missões,4.366
2016,São Nicolau,2.161
2016,São Paulo das Missões,3.340
2016,São Pedro da Serra,2.494
2016,São Pedro das Missões,953
2016,São Pedro do Butiá,1.992
2016,São Pedro do Sul,8.715
2016,São Sebastião do Caí,13.854
2016,São Sepé,12.277
2016,São Valentim,1.792
2016,São Valentim do Sul,1.389
2016,São Valério do Sul,707
2016,São Vendelino,1.712
2016,São Vicente do Sul,4.022
2016,Sapiranga,45.160
2016,Sapucaia do Sul,75.496
2016,Sarandi,13.401
2016,Seberi,7.058
2016,Sede Nova,1.657
2016,Segredo,3.699
2016,Selbach,3.914
2016,Senador Salgado Filho,1.674
2016,Sentinela do Sul,2.942
2016,Serafina Corrêa,10.032
2016,Sério,1.123
2016,Sertão,4.390
2016,Sertão Santana,3.863
2016,Sete de Setembro,998
2016,Severiano de Almeida,2.425
2016,Silveira Martins,1.456
2016,Sinimbu,4.422
2016,Sobradinho,8.176
2016,Soledade,16.352
2016,Tabaí,2.948
2016,Tapejara,15.908
2016,Tapera,6.472
2016,Tapes,7.802
2016,Taquara,32.747
2016,Taquari,16.704
2016,Taquaruçu do Sul,1.826
2016,Tavares,2.728
2016,Tenente Portela,7.028
2016,Terra de Areia,6.046
2016,Teutônia,21.446
2016,Tio Hugo,1.977
2016,Tiradentes do Sul,2.745
2016,Toropi,1.676
2016,Torres,20.842
2016,Tramandaí,23.764
2016,Travesseiro,1.371
2016,Três Arroios,1.874
2016,Três Cachoeiras,7.323
2016,Três Coroas,14.064
2016,Três de Maio,16.531
2016,Três Forquilhas,1.588
2016,Três Palmeiras,2.219
2016,Três Passos,17.633
2016,Trindade do Sul,2.979
2016,Triunfo,13.485
2016,Tucunduva,3.802
2016,Tunas,1.693
2016,Tupanci do Sul,925
2016,Tupanciretã,10.979
2016,Tupandi,3.253
2016,Tuparendi,6.321
2016,Turuçu,2.020
2016,Ubiretama,1.344
2016,União da Serra,862
2016,Unistalda,1.076
2016,Uruguaiana,60.823
2016,Vacaria,37.771
2016,Vale do Sol,5.193
2016,Vale Real,3.439
2016,Vale Verde,1.543
2016,Vanini,1.360
2016,Venâncio Aires,43.695
2016,Vera Cruz,15.283
2016,Veranópolis,16.758
2016,Vespasiano Correa,1.287
2016,Viadutos,2.950
2016,Viamão,115.204
2016,Vicente Dutra,2.231
2016,Victor Graeff,2.327
2016,Vila Flores,2.593
2016,Vila Lângaro,1.385
2016,Vila Maria,3.070
2016,Vila Nova do Sul,2.162
2016,Vista Alegre,1.665
2016,Vista Alegre do Prata,987
2016,Vista Gaúcha,1.498
2016,Vitória das Missões,1.883
2016,Westfália,2.134
2016,Xangri-lá,8.854
2017,Aceguá,3.420
2017,Água Santa,2.509
2017,Agudo,9.572
2017,Ajuricaba,5.231
2017,Alecrim,3.654
2017,Alegrete,36.037
2017,Alegria,2.167
2017,Almirante Tamandaré do Sul,1.441
2017,Alpestre,3.960
2017,Alto Alegre,1.211
2017,Alto Feliz,2.145
2017,Alvorada,79.478
2017,Amaral Ferrador,3.211
2017,Ametista do Sul,4.561
2017,André da Rocha,731
2017,Anta Gorda,4.431
2017,Antônio Prado,9.814
2017,Arambaré,2.138
2017,Araricá,3.433
2017,Aratiba,4.266
2017,Arroio do Meio,15.210
2017,Arroio do Padre,1.905
2017,Arroio do Sal,4.185
2017,Arroio do Tigre,6.832
2017,Arroio dos Ratos,6.999
2017,Arroio Grande,10.632
2017,Arvorezinha,7.353
2017,Augusto Pestana,5.488
2017,Áurea,2.288
2017,Bagé,66.974
2017,Balneário Pinhal,3.593
2017,Barão,3.909
2017,Barão de Cotegipe,4.095
2017,Barão do Triunfo,3.195
2017,Barra do Guarita,918
2017,Barra do Quaraí,1.530
2017,Barra do Ribeiro,6.103
2017,Barra do Rio Azul,1.009
2017,Barra Funda,2.070
2017,Barracão,2.909
2017,Barros Cassal,5.283
2017,Benjamin Constant do Sul,816
2017,Bento Gonçalves,79.294
2017,Boa Vista das Missões,1.472
2017,Boa Vista do Buricá,5.229
2017,Boa Vista do Cadeado,1.307
2017,Boa Vista do Incra,1.340
2017,Boa Vista do Sul,2.102
2017,Bom Jesus,5.002
2017,Bom Princípio,9.553
2017,Bom Progresso,1.245
2017,Bom Retiro do Sul,7.759
2017,Boqueirão do Leão,4.220
2017,Bossoroca,2.818
2017,Bozano,1.380
2017,Braga,1.913
2017,Brochier,3.829
2017,Butiá,10.049
2017,Caçapava do Sul,19.069
2017,Cacequi,4.745
2017,Cachoeira do Sul,48.242
2017,Cachoeirinha,73.600
2017,Cacique Doble,2.371
2017,Caibaté,3.110
2017,Caiçara,3.088
2017,Camaquã,39.609
2017,Camargo,2.108
2017,Cambará do Sul,2.841
2017,Campestre da Serra,1.896
2017,Campina das Missões,4.052
2017,Campinas do Sul,3.791
2017,Campo Bom,41.175
2017,Campo Novo,3.260
2017,Campos Borges,2.405
2017,Candelária,16.471
2017,Cândido Godói,4.772
2017,Candiota,5.448
2017,Canela,27.049
2017,Canguçu,36.132
2017,Canoas,192.378
2017,Canudos do Vale,892
2017,Capão Bonito do Sul,730
2017,Capão da Canoa,29.608
2017,Capão do Cipó,1.622
2017,Capão do Leão,12.344
2017,Capela de Santana,4.397
2017,Capitão,1.812
2017,Capivari do Sul,2.564
2017,Caraá,2.981
2017,Carazinho,40.712
2017,Carlos Barbosa,19.060
2017,Carlos Gomes,765
2017,Casca,7.060
2017,Caseiros,2.072
2017,Catuípe,6.007
2017,Caxias do Sul,302.009
2017,Centenário,1.718
2017,Cerrito,3.344
2017,Cerro Branco,2.275
2017,Cerro Grande,1.383
2017,Cerro Grande do Sul,6.851
2017,Cerro Largo,9.371
2017,Chapada,7.739
2017,Charqueadas,17.089
2017,Charrua,1.373
2017,Chiapetta,2.416
2017,Chuí,5.107
2017,Chuvisca,2.696
2017,Cidreira,4.612
2017,Ciríaco,3.277
2017,Colinas,1.811
2017,Colorado,2.774
2017,Condor,4.317
2017,Constantina,6.977
2017,Coqueiro Baixo,759
2017,Coqueiros do Sul,1.614
2017,Coronel Barros,1.725
2017,Coronel Bicaco,3.880
2017,Coronel Pilar,992
2017,Cotiporã,2.652
2017,Coxilha,2.001
2017,Crissiumal,9.187
2017,Cristal,4.262
2017,Cristal do Sul,1.417
2017,Cruz Alta,36.438
2017,Cruzaltense,1.281
2017,Cruzeiro do Sul,9.194
2017,David Canabarro,3.292
2017,Derrubadas,1.458
2017,Dezesseis de Novembro,1.387
2017,Dilermando de Aguiar,1.080
2017,Dois Irmãos,18.220
2017,Dois Irmãos das Missões,1.126
2017,Dois Lajeados,2.155
2017,Dom Feliciano,7.360
2017,Dom Pedrito,22.749
2017,Dom Pedro de Alcântara,1.486
2017,Dona Francisca,1.637
2017,Doutor Maurício Cardoso,3.271
2017,Doutor Ricardo,1.337
2017,Eldorado do Sul,17.725
2017,Encantado,16.312
2017,Encruzilhada do Sul,12.938
2017,Engenho Velho,679
2017,Entre-Ijuís,6.494
2017,Entre Rios do Sul,1.425
2017,Erebango,1.720
2017,Erechim,72.763
2017,Ernestina,2.485
2017,Erval Grande,2.379
2017,Erval Seco,3.821
2017,Esmeralda,1.701
2017,Esperança do Sul,1.441
2017,Espumoso,11.684
2017,Estação,4.207
2017,Estância Velha,28.966
2017,Esteio,43.274
2017,Estrela,24.174
2017,Estrela Velha,2.002
2017,Eugênio de Castro,1.673
2017,Fagundes Varela,1.790
2017,Farroupilha,45.879
2017,Faxinal do Soturno,3.891
2017,Faxinalzinho,1.083
2017,Fazenda Vilanova,2.681
2017,Feliz,9.917
2017,Flores da Cunha,22.963
2017,Floriano Peixoto,1.203
2017,Fontoura Xavier,5.273
2017,Formigueiro,3.416
2017,Forquetinha,1.481
2017,Fortaleza dos Valos,3.129
2017,Frederico Westphalen,21.069
2017,Garibaldi,24.949
2017,Garruchos,1.045
2017,Gaurama,4.086
2017,General Câmara,3.735
2017,Gentil,1.131
2017,Getúlio Vargas,11.706
2017,Giruá,10.039
2017,Glorinha,4.590
2017,Gramado,27.536
2017,Gramado dos Loureiros,892
2017,Gramado Xavier,1.895
2017,Gravataí,150.899
2017,Guabiju,933
2017,Guaíba,49.917
2017,Guaporé,15.955
2017,Guarani das Missões,4.987
2017,Harmonia,3.518
2017,Herval,3.463
2017,Herveiras,1.177
2017,Horizontina,14.821
2017,Hulha Negra,2.375
2017,Humaitá,3.183
2017,Ibarama,2.378
2017,Ibiaçá,3.354
2017,Ibiraiaras,5.226
2017,Ibirapuitã,2.396
2017,Ibirubá,15.571
2017,Igrejinha,21.547
2017,Ijuí,55.265
2017,Ilópolis,2.855
2017,Imbé,11.794
2017,Imigrante,1.998
2017,Independência,4.069
2017,Inhacorá,1.104
2017,Ipê,4.003
2017,Ipiranga do Sul,1.581
2017,Iraí,4.155
2017,Itaara,2.707
2017,Itacurubi,1.292
2017,Itapuca,1.060
2017,Itaqui,17.568
2017,Itati,1.337
2017,Itatiba do Sul,1.711
2017,Ivorá,1.108
2017,Ivoti,14.852
2017,Jaboticaba,2.103
2017,Jacuizinho,1.146
2017,Jacutinga,2.435
2017,Jaguarão,17.542
2017,Jaguari,6.488
2017,Jaquirana,1.785
2017,Jari,1.689
2017,Jóia,4.886
2017,Júlio de Castilhos,11.102
2017,Lagoa Bonita do Sul,1.314
2017,Lagoa dos Três Cantos,1.258
2017,Lagoa Vermelha,17.313
2017,Lagoão,2.533
2017,Lajeado,63.662
2017,Lajeado do Bugre,1.024
2017,Lavras do Sul,3.321
2017,Liberato Salzano,2.753
2017,Lindolfo Collor,3.215
2017,Linha Nova,1.121
2017,Maçambará,1.093
2017,Machadinho,3.057
2017,Mampituba,760
2017,Manoel Viana,3.379
2017,Maquiné,3.926
2017,Maratá,1.832
2017,Marau,29.075
2017,Marcelino Ramos,2.649
2017,Mariana Pimentel,2.431
2017,Mariano Moro,1.344
2017,Marques de Souza,2.507
2017,Mata,2.587
2017,Mato Castelhano,1.636
2017,Mato Leitão,3.258
2017,Mato Queimado,1.207
2017,Maximiliano de Almeida,3.130
2017,Minas do Leão,3.570
2017,Miraguaí,2.974
2017,Montauri,1.094
2017,Monte Alegre dos Campos,1.282
2017,Monte Belo do Sul,1.868
2017,Montenegro,42.742
2017,Mormaço,1.474
2017,Morrinhos do Sul,2.054
2017,Morro Redondo,5.164
2017,Morro Reuter,4.000
2017,Mostardas,5.788
2017,Muçum,3.245
2017,Muitos Capões,1.320
2017,Muliterno,1.105
2017,Não-Me-Toque,12.832
2017,Nicolau Vergueiro,1.197
2017,Nonoai,5.940
2017,Nova Alvorada,2.130
2017,Nova Araçá,3.057
2017,Nova Bassano,7.180
2017,Nova Boa Vista,1.515
2017,Nova Bréscia,2.181
2017,Nova Candelária,2.201
2017,Nova Esperança do Sul,2.749
2017,Nova Hartz,10.543
2017,Nova Pádua,1.828
2017,Nova Palma,4.072
2017,Nova Petrópolis,15.225
2017,Nova Prata,17.811
2017,Nova Ramada,1.555
2017,Nova Roma do Sul,2.106
2017,Nova Santa Rita,16.681
2017,Novo Barreiro,2.433
2017,Novo Cabrais,2.007
2017,Novo Hamburgo,157.901
2017,Novo Machado,2.307
2017,Novo Tiradentes,1.028
2017,Novo Xingu,804
2017,Osório,30.424
2017,Paim Filho,2.359
2017,Palmares do Sul,5.883
2017,Palmeira das Missões,22.019
2017,Palmitinho,5.060
2017,Panambi,29.110
2017,Pantano Grande,5.011
2017,Paraí,5.501
2017,Paraíso do Sul,3.568
2017,Pareci Novo,3.337
2017,Parobé,29.133
2017,Passa Sete,2.548
2017,Passo do Sobrado,3.775
2017,Passo Fundo,123.828
2017,Paulo Bento,1.263
2017,Paverama,4.882
2017,Pedras Altas,947
2017,Pedro Osório,4.223
2017,Pejuçara,2.594
2017,Pelotas,203.175
2017,Picada Café,3.493
2017,Pinhal,1.509
2017,Pinhal da Serra,1.034
2017,Pinhal Grande,2.136
2017,Pinheirinho do Vale,2.001
2017,Pinheiro Machado,6.632
2017,Pinto Bandeira,1.061
2017,Pirapó,1.240
2017,Piratini,9.392
2017,Planalto,5.428
2017,Poço das Antas,1.528
2017,Pontão,2.028
2017,Ponte Preta,1.175
2017,Portão,24.437
2017,Porto Alegre,834.334
2017,Porto Lucena,2.752
2017,Porto Mauá,1.379
2017,Porto Vera Cruz,812
2017,Porto Xavier,6.133
2017,Pouso Novo,1.086
2017,Presidente Lucena,1.970
2017,Progresso,3.226
2017,Protásio Alves,1.206
2017,Putinga,2.554
2017,Quaraí,18.505
2017,Quatro Irmãos,813
2017,Quevedos,1.362
2017,Quinze de Novembro,2.687
2017,Redentora,2.643
2017,Relvado,1.307
2017,Restinga Seca,8.048
2017,Rio dos Índios,1.319
2017,Rio Grande,117.447
2017,Rio Pardo,17.264
2017,Riozinho,2.292
2017,Roca Sales,5.908
2017,Rodeio Bonito,4.355
2017,Rolador,1.247
2017,Rolante,12.209
2017,Ronda Alta,5.512
2017,Rondinha,3.022
2017,Roque Gonzales,3.772
2017,Rosário do Sul,19.056
2017,Sagrada Família,1.248
2017,Saldanha Marinho,1.931
2017,Salto do Jacuí,5.762
2017,Salvador das Missões,2.095
2017,Salvador do Sul,5.031
2017,Sananduva,12.441
2017,Santa Bárbara do Sul,5.623
2017,Santa Cecília do Sul,960
2017,Santa Clara do Sul,4.347
2017,Santa Cruz do Sul,88.287
2017,Santa Margarida do Sul,882
2017,Santa Maria,154.242
2017,Santa Maria do Herval,4.183
2017,Santa Rosa,51.852
2017,Santa Tereza,904
2017,Santa Vitória do Palmar,20.946
2017,Santana da Boa Vista,4.558
2017,Santana do Livramento,61.391
2017,Santiago,29.812
2017,Santo Ângelo,47.583
2017,Santo Antônio da Patrulha,25.812
2017,Santo Antônio das Missões,5.308
2017,Santo Antônio do Palma,1.234
2017,Santo Antônio do Planalto,1.484
2017,Santo Augusto,9.006
2017,Santo Cristo,10.783
2017,Santo Expedito do Sul,1.747
2017,São Borja,33.347
2017,São Domingos do Sul,2.049
2017,São Francisco de Assis,9.042
2017,São Francisco de Paula,10.713
2017,São Gabriel,29.646
2017,São Jerônimo,9.633
2017,São João da Urtiga,3.104
2017,São João do Polêsine,1.605
2017,São Jorge,1.953
2017,São José das Missões,1.173
2017,São José do Herval,1.226
2017,São José do Hortêncio,2.972
2017,São José do Inhacorá,1.489
2017,São José do Norte,10.234
2017,São José do Ouro,5.427
2017,São José do Sul,1.649
2017,São José dos Ausentes,1.335
2017,São Leopoldo,114.254
2017,São Lourenço do Sul,25.684
2017,São Luiz Gonzaga,20.737
2017,São Marcos,16.601
2017,São Martinho,4.045
2017,São Martinho da Serra,1.533
2017,São Miguel das Missões,4.602
2017,São Nicolau,2.278
2017,São Paulo das Missões,3.513
2017,São Pedro da Serra,2.599
2017,São Pedro das Missões,995
2017,São Pedro do Butiá,2.083
2017,São Pedro do Sul,9.095
2017,São Sebastião do Caí,14.292
2017,São Sepé,12.769
2017,São Valentim,1.843
2017,São Valentim do Sul,1.436
2017,São Valério do Sul,749
2017,São Vendelino,1.763
2017,São Vicente do Sul,4.195
2017,Sapiranga,46.688
2017,Sapucaia do Sul,77.249
2017,Sarandi,13.698
2017,Seberi,7.319
2017,Sede Nova,1.696
2017,Segredo,3.804
2017,Selbach,3.966
2017,Senador Salgado Filho,1.736
2017,Sentinela do Sul,3.035
2017,Serafina Corrêa,10.365
2017,Sério,1.155
2017,Sertão,4.486
2017,Sertão Santana,4.005
2017,Sete de Setembro,1.046
2017,Severiano de Almeida,2.477
2017,Silveira Martins,1.524
2017,Sinimbu,4.491
2017,Sobradinho,8.401
2017,Soledade,16.878
2017,Tabaí,3.079
2017,Tapejara,16.391
2017,Tapera,6.644
2017,Tapes,8.033
2017,Taquara,33.398
2017,Taquari,17.132
2017,Taquaruçu do Sul,1.938
2017,Tavares,2.872
2017,Tenente Portela,7.407
2017,Terra de Areia,6.289
2017,Teutônia,22.099
2017,Tio Hugo,2.097
2017,Tiradentes do Sul,2.802
2017,Toropi,1.737
2017,Torres,21.333
2017,Tramandaí,24.749
2017,Travesseiro,1.411
2017,Três Arroios,1.915
2017,Três Cachoeiras,7.560
2017,Três Coroas,14.393
2017,Três de Maio,16.939
2017,Três Forquilhas,1.646
2017,Três Palmeiras,2.314
2017,Três Passos,18.228
2017,Trindade do Sul,3.098
2017,Triunfo,14.094
2017,Tucunduva,3.933
2017,Tunas,1.776
2017,Tupanci do Sul,958
2017,Tupanciretã,11.334
2017,Tupandi,3.398
2017,Tuparendi,6.504
2017,Turuçu,2.120
2017,Ubiretama,1.400
2017,União da Serra,895
2017,Unistalda,1.145
2017,Uruguaiana,62.914
2017,Vacaria,39.245
2017,Vale do Sol,5.283
2017,Vale Real,3.546
2017,Vale Verde,1.655
2017,Vanini,1.368
2017,Venâncio Aires,44.835
2017,Vera Cruz,15.783
2017,Veranópolis,17.223
2017,Vespasiano Correa,1.324
2017,Viadutos,3.028
2017,Viamão,119.102
2017,Vicente Dutra,2.281
2017,Victor Graeff,2.402
2017,Vila Flores,2.645
2017,Vila Lângaro,1.413
2017,Vila Maria,3.137
2017,Vila Nova do Sul,2.287
2017,Vista Alegre,1.707
2017,Vista Alegre do Prata,975
2017,Vista Gaúcha,1.602
2017,Vitória das Missões,1.951
2017,Westfália,2.199
2017,Xangri-lá,9.166
2018,Aceguá,3.700
2018,Água Santa,2.577
2018,Agudo,9.889
2018,Ajuricaba,5.501
2018,Alecrim,3.743
2018,Alegrete,37.097
2018,Alegria,2.222
2018,Almirante Tamandaré do Sul,1.498
2018,Alpestre,4.089
2018,Alto Alegre,1.255
2018,Alto Feliz,2.240
2018,Alvorada,81.945
2018,Amaral Ferrador,3.281
2018,Ametista do Sul,4.792
2018,André da Rocha,736
2018,Anta Gorda,4.571
2018,Antônio Prado,10.109
2018,Arambaré,2.196
2018,Araricá,3.632
2018,Aratiba,4.396
2018,Arroio do Meio,15.961
2018,Arroio do Padre,1.991
2018,Arroio do Sal,4.363
2018,Arroio do Tigre,7.179
2018,Arroio dos Ratos,7.273
2018,Arroio Grande,10.927
2018,Arvorezinha,7.599
2018,Augusto Pestana,5.659
